t,sme_nt,smu_nt,sml_nt,h_comp_mean_nt,jh_proxy_gw
2015-03-16T12:00:00Z,44.00,39.00,-5.00,22.00,1.388
2015-03-16T12:01:00Z,48.00,40.00,-8.00,22.00,1.521
2015-03-16T12:02:00Z,49.00,42.00,-7.00,22.00,1.554
2015-03-16T12:03:00Z,53.00,43.00,-10.00,23.00,1.688
2015-03-16T12:04:00Z,53.00,44.00,-9.00,23.00,1.688
2015-03-16T12:05:00Z,52.00,46.00,-6.00,22.00,1.655
2015-03-16T12:06:00Z,45.00,42.00,-3.00,21.00,1.421
2015-03-16T12:07:00Z,49.00,40.00,-9.00,21.00,1.554
2015-03-16T12:08:00Z,45.00,41.00,-4.00,21.00,1.421
2015-03-16T12:09:00Z,52.00,42.00,-10.00,21.00,1.655
2015-03-16T12:10:00Z,55.00,44.00,-11.00,21.00,1.756
2015-03-16T12:11:00Z,46.00,42.00,-4.00,21.00,1.454
2015-03-16T12:12:00Z,49.00,40.00,-9.00,20.00,1.554
2015-03-16T12:13:00Z,53.00,39.00,-14.00,20.00,1.688
2015-03-16T12:14:00Z,53.00,38.00,-15.00,20.00,1.688
2015-03-16T12:15:00Z,52.00,39.00,-13.00,20.00,1.655
2015-03-16T12:16:00Z,64.00,43.00,-21.00,19.00,2.063
2015-03-16T12:17:00Z,57.00,43.00,-14.00,20.00,1.824
2015-03-16T12:18:00Z,56.00,37.00,-19.00,21.00,1.790
2015-03-16T12:19:00Z,52.00,42.00,-10.00,22.00,1.655
2015-03-16T12:20:00Z,49.00,42.00,-7.00,22.00,1.554
2015-03-16T12:21:00Z,46.00,38.00,-8.00,21.00,1.454
2015-03-16T12:22:00Z,45.00,37.00,-8.00,20.00,1.421
2015-03-16T12:23:00Z,43.00,34.00,-9.00,20.00,1.355
2015-03-16T12:24:00Z,44.00,33.00,-11.00,20.00,1.388
2015-03-16T12:25:00Z,44.00,34.00,-10.00,20.00,1.388
2015-03-16T12:26:00Z,47.00,36.00,-11.00,19.00,1.487
2015-03-16T12:27:00Z,47.00,38.00,-9.00,19.00,1.487
2015-03-16T12:28:00Z,46.00,39.00,-7.00,19.00,1.454
2015-03-16T12:29:00Z,46.00,38.00,-8.00,18.00,1.454
2015-03-16T12:30:00Z,44.00,36.00,-8.00,18.00,1.388
2015-03-16T12:31:00Z,41.00,35.00,-6.00,16.00,1.289
2015-03-16T12:32:00Z,44.00,32.00,-12.00,16.00,1.388
2015-03-16T12:33:00Z,45.00,32.00,-13.00,17.00,1.421
2015-03-16T12:34:00Z,47.00,33.00,-14.00,16.00,1.487
2015-03-16T12:35:00Z,48.00,34.00,-14.00,16.00,1.521
2015-03-16T12:36:00Z,48.00,33.00,-15.00,16.00,1.521
2015-03-16T12:37:00Z,54.00,31.00,-23.00,17.00,1.722
2015-03-16T12:38:00Z,54.00,28.00,-26.00,17.00,1.722
2015-03-16T12:39:00Z,50.00,29.00,-21.00,18.00,1.587
2015-03-16T12:40:00Z,48.00,27.00,-21.00,19.00,1.521
2015-03-16T12:41:00Z,46.00,29.00,-17.00,20.00,1.454
2015-03-16T12:42:00Z,44.00,30.00,-14.00,20.00,1.388
2015-03-16T12:43:00Z,42.00,30.00,-12.00,20.00,1.322
2015-03-16T12:44:00Z,41.00,29.00,-12.00,20.00,1.289
2015-03-16T12:45:00Z,41.00,29.00,-12.00,20.00,1.289
2015-03-16T12:46:00Z,42.00,30.00,-12.00,20.00,1.322
2015-03-16T12:47:00Z,49.00,37.00,-12.00,20.00,1.554
2015-03-16T12:48:00Z,60.00,47.00,-13.00,20.00,1.926
2015-03-16T12:49:00Z,67.00,57.00,-10.00,19.00,2.167
2015-03-16T12:50:00Z,80.00,71.00,-9.00,19.00,2.624
2015-03-16T12:51:00Z,90.00,81.00,-9.00,18.00,2.983
2015-03-16T12:52:00Z,89.00,78.00,-11.00,18.00,2.947
2015-03-16T12:53:00Z,79.00,69.00,-10.00,18.00,2.588
2015-03-16T12:54:00Z,70.00,63.00,-7.00,18.00,2.272
2015-03-16T12:55:00Z,62.00,54.00,-8.00,18.00,1.995
2015-03-16T12:56:00Z,53.00,39.00,-14.00,18.00,1.688
2015-03-16T12:57:00Z,45.00,30.00,-15.00,19.00,1.421
2015-03-16T12:58:00Z,45.00,31.00,-14.00,19.00,1.421
2015-03-16T12:59:00Z,45.00,33.00,-12.00,19.00,1.421
2015-03-16T13:00:00Z,46.00,35.00,-11.00,19.00,1.454
2015-03-16T13:01:00Z,52.00,37.00,-15.00,21.00,1.655
2015-03-16T13:02:00Z,46.00,39.00,-7.00,21.00,1.454
2015-03-16T13:03:00Z,53.00,44.00,-9.00,21.00,1.688
2015-03-16T13:04:00Z,58.00,55.00,-3.00,19.00,1.858
2015-03-16T13:05:00Z,51.00,48.00,-3.00,18.00,1.621
2015-03-16T13:06:00Z,56.00,48.00,-8.00,19.00,1.790
2015-03-16T13:07:00Z,59.00,41.00,-18.00,22.00,1.892
2015-03-16T13:08:00Z,39.00,35.00,-4.00,21.00,1.223
2015-03-16T13:09:00Z,43.00,41.00,-2.00,19.00,1.355
2015-03-16T13:10:00Z,41.00,42.00,1.00,19.00,1.289
2015-03-16T13:11:00Z,46.00,46.00,0.00,17.00,1.454
2015-03-16T13:12:00Z,54.00,53.00,-1.00,17.00,1.722
2015-03-16T13:13:00Z,62.00,58.00,-4.00,15.00,1.995
2015-03-16T13:14:00Z,60.00,53.00,-7.00,15.00,1.926
2015-03-16T13:15:00Z,66.00,46.00,-20.00,14.00,2.132
2015-03-16T13:16:00Z,73.00,46.00,-27.00,13.00,2.377
2015-03-16T13:17:00Z,71.00,42.00,-29.00,13.00,2.306
2015-03-16T13:18:00Z,69.00,40.00,-29.00,12.00,2.237
2015-03-16T13:19:00Z,87.00,36.00,-51.00,12.00,2.875
2015-03-16T13:20:00Z,91.00,33.00,-58.00,12.00,3.020
2015-03-16T13:21:00Z,103.00,30.00,-73.00,13.00,3.461
2015-03-16T13:22:00Z,127.00,29.00,-98.00,14.00,4.375
2015-03-16T13:23:00Z,138.00,26.00,-112.00,15.00,4.807
2015-03-16T13:24:00Z,141.00,23.00,-118.00,15.00,4.926
2015-03-16T13:25:00Z,138.00,23.00,-115.00,15.00,4.807
2015-03-16T13:26:00Z,126.00,23.00,-103.00,15.00,4.336
2015-03-16T13:27:00Z,121.00,23.00,-98.00,17.00,4.142
2015-03-16T13:28:00Z,112.00,19.00,-93.00,20.00,3.799
2015-03-16T13:29:00Z,105.00,20.00,-85.00,21.00,3.536
2015-03-16T13:30:00Z,101.00,20.00,-81.00,23.00,3.387
2015-03-16T13:31:00Z,97.00,30.00,-67.00,24.00,3.239
2015-03-16T13:32:00Z,76.00,34.00,-42.00,24.00,2.482
2015-03-16T13:33:00Z,53.00,35.00,-18.00,24.00,1.688
2015-03-16T13:34:00Z,54.00,42.00,-12.00,22.00,1.722
2015-03-16T13:35:00Z,56.00,51.00,-5.00,21.00,1.790
2015-03-16T13:36:00Z,62.00,58.00,-4.00,20.00,1.995
2015-03-16T13:37:00Z,58.00,54.00,-4.00,19.00,1.858
2015-03-16T13:38:00Z,71.00,68.00,-3.00,18.00,2.306
2015-03-16T13:39:00Z,89.00,84.00,-5.00,18.00,2.947
2015-03-16T13:40:00Z,90.00,87.00,-3.00,17.00,2.983
2015-03-16T13:41:00Z,88.00,84.00,-4.00,16.00,2.911
2015-03-16T13:42:00Z,79.00,75.00,-4.00,16.00,2.588
2015-03-16T13:43:00Z,75.00,65.00,-10.00,16.00,2.447
2015-03-16T13:44:00Z,59.00,51.00,-8.00,16.00,1.892
2015-03-16T13:45:00Z,45.00,36.00,-9.00,17.00,1.421
2015-03-16T13:46:00Z,44.00,40.00,-4.00,16.00,1.388
2015-03-16T13:47:00Z,55.00,44.00,-11.00,16.00,1.756
2015-03-16T13:48:00Z,63.00,51.00,-12.00,16.00,2.029
2015-03-16T13:49:00Z,80.00,58.00,-22.00,17.00,2.624
2015-03-16T13:50:00Z,92.00,63.00,-29.00,16.00,3.056
2015-03-16T13:51:00Z,100.00,63.00,-37.00,17.00,3.350
2015-03-16T13:52:00Z,86.00,58.00,-28.00,16.00,2.839
2015-03-16T13:53:00Z,69.00,52.00,-17.00,16.00,2.237
2015-03-16T13:54:00Z,61.00,49.00,-12.00,15.00,1.960
2015-03-16T13:55:00Z,60.00,49.00,-11.00,16.00,1.926
2015-03-16T13:56:00Z,57.00,48.00,-9.00,16.00,1.824
2015-03-16T13:57:00Z,55.00,48.00,-7.00,16.00,1.756
2015-03-16T13:58:00Z,52.00,46.00,-6.00,16.00,1.655
2015-03-16T13:59:00Z,50.00,44.00,-6.00,17.00,1.587
2015-03-16T14:00:00Z,44.00,41.00,-3.00,17.00,1.388
2015-03-16T14:01:00Z,48.00,41.00,-7.00,17.00,1.521
2015-03-16T14:02:00Z,47.00,42.00,-5.00,17.00,1.487
2015-03-16T14:03:00Z,45.00,42.00,-3.00,17.00,1.421
2015-03-16T14:04:00Z,46.00,43.00,-3.00,17.00,1.454
2015-03-16T14:05:00Z,44.00,44.00,0.00,17.00,1.388
2015-03-16T14:06:00Z,48.00,46.00,-2.00,17.00,1.521
2015-03-16T14:07:00Z,53.00,46.00,-7.00,17.00,1.688
2015-03-16T14:08:00Z,58.00,42.00,-16.00,17.00,1.858
2015-03-16T14:09:00Z,64.00,39.00,-25.00,17.00,2.063
2015-03-16T14:10:00Z,68.00,38.00,-30.00,17.00,2.202
2015-03-16T14:11:00Z,60.00,39.00,-21.00,17.00,1.926
2015-03-16T14:12:00Z,52.00,40.00,-12.00,17.00,1.655
2015-03-16T14:13:00Z,46.00,44.00,-2.00,17.00,1.454
2015-03-16T14:14:00Z,50.00,49.00,-1.00,17.00,1.587
2015-03-16T14:15:00Z,58.00,55.00,-3.00,16.00,1.858
2015-03-16T14:16:00Z,66.00,59.00,-7.00,16.00,2.132
2015-03-16T14:17:00Z,75.00,64.00,-11.00,16.00,2.447
2015-03-16T14:18:00Z,79.00,66.00,-13.00,16.00,2.588
2015-03-16T14:19:00Z,80.00,64.00,-16.00,15.00,2.624
2015-03-16T14:20:00Z,89.00,63.00,-26.00,15.00,2.947
2015-03-16T14:21:00Z,93.00,61.00,-32.00,14.00,3.093
2015-03-16T14:22:00Z,96.00,60.00,-36.00,14.00,3.203
2015-03-16T14:23:00Z,93.00,60.00,-33.00,14.00,3.093
2015-03-16T14:24:00Z,94.00,61.00,-33.00,15.00,3.129
2015-03-16T14:25:00Z,104.00,64.00,-40.00,14.00,3.499
2015-03-16T14:26:00Z,106.00,64.00,-42.00,14.00,3.573
2015-03-16T14:27:00Z,101.00,59.00,-42.00,14.00,3.387
2015-03-16T14:28:00Z,100.00,55.00,-45.00,15.00,3.350
2015-03-16T14:29:00Z,100.00,52.00,-48.00,16.00,3.350
2015-03-16T14:30:00Z,96.00,47.00,-49.00,15.00,3.203
2015-03-16T14:31:00Z,88.00,39.00,-49.00,15.00,2.911
2015-03-16T14:32:00Z,81.00,34.00,-47.00,15.00,2.660
2015-03-16T14:33:00Z,81.00,36.00,-45.00,15.00,2.660
2015-03-16T14:34:00Z,81.00,37.00,-44.00,15.00,2.660
2015-03-16T14:35:00Z,81.00,37.00,-44.00,15.00,2.660
2015-03-16T14:36:00Z,85.00,39.00,-46.00,15.00,2.803
2015-03-16T14:37:00Z,87.00,41.00,-46.00,16.00,2.875
2015-03-16T14:38:00Z,89.00,42.00,-47.00,16.00,2.947
2015-03-16T14:39:00Z,91.00,43.00,-48.00,16.00,3.020
2015-03-16T14:40:00Z,91.00,44.00,-47.00,16.00,3.020
2015-03-16T14:41:00Z,90.00,44.00,-46.00,17.00,2.983
2015-03-16T14:42:00Z,93.00,45.00,-48.00,17.00,3.093
2015-03-16T14:43:00Z,101.00,47.00,-54.00,17.00,3.387
2015-03-16T14:44:00Z,109.00,47.00,-62.00,18.00,3.686
2015-03-16T14:45:00Z,111.00,46.00,-65.00,18.00,3.761
2015-03-16T14:46:00Z,110.00,45.00,-65.00,19.00,3.723
2015-03-16T14:47:00Z,110.00,46.00,-64.00,20.00,3.723
2015-03-16T14:48:00Z,107.00,45.00,-62.00,20.00,3.611
2015-03-16T14:49:00Z,92.00,46.00,-46.00,20.00,3.056
2015-03-16T14:50:00Z,87.00,49.00,-38.00,20.00,2.875
2015-03-16T14:51:00Z,83.00,54.00,-29.00,20.00,2.731
2015-03-16T14:52:00Z,72.00,58.00,-14.00,20.00,2.341
2015-03-16T14:53:00Z,67.00,60.00,-7.00,20.00,2.167
2015-03-16T14:54:00Z,63.00,60.00,-3.00,20.00,2.029
2015-03-16T14:55:00Z,60.00,61.00,1.00,20.00,1.926
2015-03-16T14:56:00Z,60.00,62.00,2.00,21.00,1.926
2015-03-16T14:57:00Z,61.00,61.00,0.00,22.00,1.960
2015-03-16T14:58:00Z,58.00,61.00,3.00,23.00,1.858
2015-03-16T14:59:00Z,59.00,59.00,0.00,24.00,1.892
2015-03-16T15:00:00Z,56.00,56.00,0.00,24.00,1.790
2015-03-16T15:01:00Z,54.00,54.00,0.00,24.00,1.722
2015-03-16T15:02:00Z,53.00,55.00,2.00,23.00,1.688
2015-03-16T15:03:00Z,54.00,57.00,3.00,23.00,1.722
2015-03-16T15:04:00Z,57.00,59.00,2.00,23.00,1.824
2015-03-16T15:05:00Z,58.00,60.00,2.00,24.00,1.858
2015-03-16T15:06:00Z,57.00,59.00,2.00,24.00,1.824
2015-03-16T15:07:00Z,58.00,58.00,0.00,24.00,1.858
2015-03-16T15:08:00Z,56.00,57.00,1.00,24.00,1.790
2015-03-16T15:09:00Z,56.00,56.00,0.00,24.00,1.790
2015-03-16T15:10:00Z,52.00,53.00,1.00,24.00,1.655
2015-03-16T15:11:00Z,50.00,51.00,1.00,23.00,1.587
2015-03-16T15:12:00Z,46.00,49.00,3.00,23.00,1.454
2015-03-16T15:13:00Z,43.00,48.00,5.00,22.00,1.355
2015-03-16T15:14:00Z,42.00,46.00,4.00,22.00,1.322
2015-03-16T15:15:00Z,40.00,43.00,3.00,22.00,1.256
2015-03-16T15:16:00Z,40.00,42.00,2.00,22.00,1.256
2015-03-16T15:17:00Z,47.00,41.00,-6.00,22.00,1.487
2015-03-16T15:18:00Z,52.00,40.00,-12.00,22.00,1.655
2015-03-16T15:19:00Z,53.00,38.00,-15.00,22.00,1.688
2015-03-16T15:20:00Z,50.00,37.00,-13.00,22.00,1.587
2015-03-16T15:21:00Z,43.00,36.00,-7.00,22.00,1.355
2015-03-16T15:22:00Z,36.00,36.00,0.00,22.00,1.125
2015-03-16T15:23:00Z,33.00,36.00,3.00,22.00,1.028
2015-03-16T15:24:00Z,32.00,35.00,3.00,23.00,0.996
2015-03-16T15:25:00Z,34.00,35.00,1.00,24.00,1.060
2015-03-16T15:26:00Z,34.00,34.00,0.00,25.00,1.060
2015-03-16T15:27:00Z,35.00,32.00,-3.00,26.00,1.093
2015-03-16T15:28:00Z,38.00,34.00,-4.00,27.00,1.191
2015-03-16T15:29:00Z,38.00,35.00,-3.00,27.00,1.191
2015-03-16T15:30:00Z,33.00,32.00,-1.00,28.00,1.028
2015-03-16T15:31:00Z,31.00,31.00,0.00,28.00,0.964
2015-03-16T15:32:00Z,31.00,30.00,-1.00,28.00,0.964
2015-03-16T15:33:00Z,39.00,39.00,0.00,28.00,1.223
2015-03-16T15:34:00Z,48.00,48.00,0.00,28.00,1.521
2015-03-16T15:35:00Z,53.00,53.00,0.00,28.00,1.688
2015-03-16T15:36:00Z,56.00,55.00,-1.00,28.00,1.790
2015-03-16T15:37:00Z,61.00,58.00,-3.00,27.00,1.960
2015-03-16T15:38:00Z,64.00,59.00,-5.00,26.00,2.063
2015-03-16T15:39:00Z,51.00,52.00,1.00,25.00,1.621
2015-03-16T15:40:00Z,48.00,50.00,2.00,24.00,1.521
2015-03-16T15:41:00Z,45.00,45.00,0.00,24.00,1.421
2015-03-16T15:42:00Z,33.00,35.00,2.00,23.00,1.028
2015-03-16T15:43:00Z,28.00,26.00,-2.00,23.00,0.867
2015-03-16T15:44:00Z,36.00,34.00,-2.00,23.00,1.125
2015-03-16T15:45:00Z,45.00,38.00,-7.00,24.00,1.421
2015-03-16T15:46:00Z,54.00,34.00,-20.00,25.00,1.722
2015-03-16T15:47:00Z,55.00,31.00,-24.00,26.00,1.756
2015-03-16T15:48:00Z,48.00,28.00,-20.00,26.00,1.521
2015-03-16T15:49:00Z,33.00,28.00,-5.00,27.00,1.028
2015-03-16T15:50:00Z,33.00,33.00,0.00,27.00,1.028
2015-03-16T15:51:00Z,33.00,33.00,0.00,28.00,1.028
2015-03-16T15:52:00Z,45.00,45.00,0.00,28.00,1.421
2015-03-16T15:53:00Z,48.00,47.00,-1.00,28.00,1.521
2015-03-16T15:54:00Z,45.00,44.00,-1.00,28.00,1.421
2015-03-16T15:55:00Z,35.00,34.00,-1.00,28.00,1.093
2015-03-16T15:56:00Z,33.00,30.00,-3.00,28.00,1.028
2015-03-16T15:57:00Z,36.00,28.00,-8.00,28.00,1.125
2015-03-16T15:58:00Z,38.00,28.00,-10.00,28.00,1.191
2015-03-16T15:59:00Z,30.00,25.00,-5.00,28.00,0.931
2015-03-16T16:00:00Z,29.00,26.00,-3.00,28.00,0.899
2015-03-16T16:01:00Z,31.00,27.00,-4.00,28.00,0.964
2015-03-16T16:02:00Z,31.00,26.00,-5.00,28.00,0.964
2015-03-16T16:03:00Z,31.00,26.00,-5.00,28.00,0.964
2015-03-16T16:04:00Z,32.00,28.00,-4.00,28.00,0.996
2015-03-16T16:05:00Z,34.00,28.00,-6.00,28.00,1.060
2015-03-16T16:06:00Z,37.00,28.00,-9.00,28.00,1.158
2015-03-16T16:07:00Z,37.00,27.00,-10.00,28.00,1.158
2015-03-16T16:08:00Z,35.00,27.00,-8.00,29.00,1.093
2015-03-16T16:09:00Z,32.00,28.00,-4.00,29.00,0.996
2015-03-16T16:10:00Z,29.00,28.00,-1.00,29.00,0.899
2015-03-16T16:11:00Z,27.00,26.00,-1.00,29.00,0.836
2015-03-16T16:12:00Z,31.00,27.00,-4.00,29.00,0.964
2015-03-16T16:13:00Z,39.00,29.00,-10.00,29.00,1.223
2015-03-16T16:14:00Z,40.00,26.00,-14.00,29.00,1.256
2015-03-16T16:15:00Z,37.00,26.00,-11.00,29.00,1.158
2015-03-16T16:16:00Z,36.00,28.00,-8.00,29.00,1.125
2015-03-16T16:17:00Z,30.00,25.00,-5.00,31.00,0.931
2015-03-16T16:18:00Z,34.00,30.00,-4.00,32.00,1.060
2015-03-16T16:19:00Z,40.00,37.00,-3.00,33.00,1.256
2015-03-16T16:20:00Z,40.00,38.00,-2.00,34.00,1.256
2015-03-16T16:21:00Z,37.00,35.00,-2.00,34.00,1.158
2015-03-16T16:22:00Z,34.00,34.00,0.00,35.00,1.060
2015-03-16T16:23:00Z,44.00,42.00,-2.00,34.00,1.388
2015-03-16T16:24:00Z,51.00,48.00,-3.00,32.00,1.621
2015-03-16T16:25:00Z,48.00,51.00,3.00,30.00,1.521
2015-03-16T16:26:00Z,44.00,48.00,4.00,29.00,1.388
2015-03-16T16:27:00Z,36.00,40.00,4.00,28.00,1.125
2015-03-16T16:28:00Z,37.00,41.00,4.00,29.00,1.158
2015-03-16T16:29:00Z,67.00,39.00,-28.00,29.00,2.167
2015-03-16T16:30:00Z,88.00,38.00,-50.00,30.00,2.911
2015-03-16T16:31:00Z,84.00,37.00,-47.00,30.00,2.767
2015-03-16T16:32:00Z,66.00,33.00,-33.00,31.00,2.132
2015-03-16T16:33:00Z,56.00,34.00,-22.00,32.00,1.790
2015-03-16T16:34:00Z,45.00,37.00,-8.00,32.00,1.421
2015-03-16T16:35:00Z,45.00,37.00,-8.00,31.00,1.421
2015-03-16T16:36:00Z,57.00,36.00,-21.00,30.00,1.824
2015-03-16T16:37:00Z,70.00,33.00,-37.00,29.00,2.272
2015-03-16T16:38:00Z,81.00,31.00,-50.00,29.00,2.660
2015-03-16T16:39:00Z,84.00,28.00,-56.00,29.00,2.767
2015-03-16T16:40:00Z,78.00,27.00,-51.00,29.00,2.553
2015-03-16T16:41:00Z,73.00,27.00,-46.00,29.00,2.377
2015-03-16T16:42:00Z,63.00,25.00,-38.00,30.00,2.029
2015-03-16T16:43:00Z,55.00,25.00,-30.00,31.00,1.756
2015-03-16T16:44:00Z,44.00,24.00,-20.00,31.00,1.388
2015-03-16T16:45:00Z,37.00,24.00,-13.00,31.00,1.158
2015-03-16T16:46:00Z,31.00,23.00,-8.00,31.00,0.964
2015-03-16T16:47:00Z,25.00,22.00,-3.00,30.00,0.772
2015-03-16T16:48:00Z,27.00,23.00,-4.00,30.00,0.836
2015-03-16T16:49:00Z,31.00,23.00,-8.00,30.00,0.964
2015-03-16T16:50:00Z,40.00,23.00,-17.00,29.00,1.256
2015-03-16T16:51:00Z,45.00,21.00,-24.00,29.00,1.421
2015-03-16T16:52:00Z,43.00,20.00,-23.00,29.00,1.355
2015-03-16T16:53:00Z,36.00,20.00,-16.00,29.00,1.125
2015-03-16T16:54:00Z,28.00,22.00,-6.00,28.00,0.867
2015-03-16T16:55:00Z,24.00,21.00,-3.00,28.00,0.740
2015-03-16T16:56:00Z,27.00,20.00,-7.00,27.00,0.836
2015-03-16T16:57:00Z,34.00,20.00,-14.00,27.00,1.060
2015-03-16T16:58:00Z,41.00,28.00,-13.00,26.00,1.289
2015-03-16T16:59:00Z,39.00,34.00,-5.00,26.00,1.223
2015-03-16T17:00:00Z,37.00,35.00,-2.00,26.00,1.158
2015-03-16T17:01:00Z,38.00,34.00,-4.00,26.00,1.191
2015-03-16T17:02:00Z,40.00,36.00,-4.00,25.00,1.256
2015-03-16T17:03:00Z,37.00,37.00,0.00,24.00,1.158
2015-03-16T17:04:00Z,34.00,35.00,1.00,24.00,1.060
2015-03-16T17:05:00Z,35.00,33.00,-2.00,22.00,1.093
2015-03-16T17:06:00Z,38.00,30.00,-8.00,19.00,1.191
2015-03-16T17:07:00Z,32.00,31.00,-1.00,18.00,0.996
2015-03-16T17:08:00Z,41.00,35.00,-6.00,18.00,1.289
2015-03-16T17:09:00Z,54.00,38.00,-16.00,17.00,1.722
2015-03-16T17:10:00Z,68.00,40.00,-28.00,17.00,2.202
2015-03-16T17:11:00Z,87.00,39.00,-48.00,17.00,2.875
2015-03-16T17:12:00Z,102.00,37.00,-65.00,17.00,3.424
2015-03-16T17:13:00Z,104.00,32.00,-72.00,18.00,3.499
2015-03-16T17:14:00Z,98.00,30.00,-68.00,18.00,3.276
2015-03-16T17:15:00Z,82.00,28.00,-54.00,18.00,2.695
2015-03-16T17:16:00Z,67.00,26.00,-41.00,17.00,2.167
2015-03-16T17:17:00Z,56.00,26.00,-30.00,17.00,1.790
2015-03-16T17:18:00Z,42.00,25.00,-17.00,17.00,1.322
2015-03-16T17:19:00Z,34.00,21.00,-13.00,17.00,1.060
2015-03-16T17:20:00Z,37.00,20.00,-17.00,19.00,1.158
2015-03-16T17:21:00Z,55.00,28.00,-27.00,20.00,1.756
2015-03-16T17:22:00Z,70.00,39.00,-31.00,22.00,2.272
2015-03-16T17:23:00Z,72.00,46.00,-26.00,24.00,2.341
2015-03-16T17:24:00Z,64.00,56.00,-8.00,30.00,2.063
2015-03-16T17:25:00Z,71.00,65.00,-6.00,34.00,2.306
2015-03-16T17:26:00Z,107.00,102.00,-5.00,38.00,3.611
2015-03-16T17:27:00Z,172.00,166.00,-6.00,41.00,6.195
2015-03-16T17:28:00Z,210.00,205.00,-5.00,42.00,7.843
2015-03-16T17:29:00Z,181.00,176.00,-5.00,42.00,6.577
2015-03-16T17:30:00Z,98.00,95.00,-3.00,41.00,3.276
2015-03-16T17:31:00Z,69.00,69.00,0.00,41.00,2.237
2015-03-16T17:32:00Z,69.00,69.00,0.00,41.00,2.237
2015-03-16T17:33:00Z,65.00,67.00,2.00,41.00,2.098
2015-03-16T17:34:00Z,64.00,66.00,2.00,43.00,2.063
2015-03-16T17:35:00Z,72.00,62.00,-10.00,43.00,2.341
2015-03-16T17:36:00Z,65.00,57.00,-8.00,43.00,2.098
2015-03-16T17:37:00Z,67.00,56.00,-11.00,41.00,2.167
2015-03-16T17:38:00Z,77.00,50.00,-27.00,39.00,2.518
2015-03-16T17:39:00Z,102.00,45.00,-57.00,38.00,3.424
2015-03-16T17:40:00Z,129.00,50.00,-79.00,38.00,4.452
2015-03-16T17:41:00Z,143.00,57.00,-86.00,38.00,5.006
2015-03-16T17:42:00Z,131.00,66.00,-65.00,37.00,4.531
2015-03-16T17:43:00Z,102.00,64.00,-38.00,36.00,3.424
2015-03-16T17:44:00Z,82.00,53.00,-29.00,34.00,2.695
2015-03-16T17:45:00Z,81.00,45.00,-36.00,31.00,2.660
2015-03-16T17:46:00Z,104.00,48.00,-56.00,29.00,3.499
2015-03-16T17:47:00Z,134.00,46.00,-88.00,27.00,4.648
2015-03-16T17:48:00Z,139.00,36.00,-103.00,27.00,4.846
2015-03-16T17:49:00Z,106.00,25.00,-81.00,28.00,3.573
2015-03-16T17:50:00Z,86.00,23.00,-63.00,28.00,2.839
2015-03-16T17:51:00Z,79.00,21.00,-58.00,30.00,2.588
2015-03-16T17:52:00Z,76.00,22.00,-54.00,30.00,2.482
2015-03-16T17:53:00Z,70.00,22.00,-48.00,31.00,2.272
2015-03-16T17:54:00Z,65.00,26.00,-39.00,31.00,2.098
2015-03-16T17:55:00Z,54.00,23.00,-31.00,33.00,1.722
2015-03-16T17:56:00Z,46.00,21.00,-25.00,33.00,1.454
2015-03-16T17:57:00Z,45.00,21.00,-24.00,34.00,1.421
2015-03-16T17:58:00Z,47.00,22.00,-25.00,34.00,1.487
2015-03-16T17:59:00Z,52.00,21.00,-31.00,34.00,1.655
2015-03-16T18:00:00Z,53.00,23.00,-30.00,33.00,1.688
2015-03-16T18:01:00Z,52.00,22.00,-30.00,33.00,1.655
2015-03-16T18:02:00Z,53.00,22.00,-31.00,32.00,1.688
2015-03-16T18:03:00Z,51.00,20.00,-31.00,29.00,1.621
2015-03-16T18:04:00Z,53.00,19.00,-34.00,26.00,1.688
2015-03-16T18:05:00Z,60.00,22.00,-38.00,25.00,1.926
2015-03-16T18:06:00Z,66.00,25.00,-41.00,24.00,2.132
2015-03-16T18:07:00Z,64.00,24.00,-40.00,24.00,2.063
2015-03-16T18:08:00Z,58.00,19.00,-39.00,24.00,1.858
2015-03-16T18:09:00Z,56.00,18.00,-38.00,25.00,1.790
2015-03-16T18:10:00Z,53.00,18.00,-35.00,25.00,1.688
2015-03-16T18:11:00Z,49.00,19.00,-30.00,26.00,1.554
2015-03-16T18:12:00Z,46.00,21.00,-25.00,26.00,1.454
2015-03-16T18:13:00Z,44.00,22.00,-22.00,27.00,1.388
2015-03-16T18:14:00Z,42.00,22.00,-20.00,27.00,1.322
2015-03-16T18:15:00Z,39.00,22.00,-17.00,27.00,1.223
2015-03-16T18:16:00Z,38.00,22.00,-16.00,27.00,1.191
2015-03-16T18:17:00Z,39.00,23.00,-16.00,27.00,1.223
2015-03-16T18:18:00Z,40.00,24.00,-16.00,27.00,1.256
2015-03-16T18:19:00Z,40.00,24.00,-16.00,27.00,1.256
2015-03-16T18:20:00Z,37.00,23.00,-14.00,28.00,1.158
2015-03-16T18:21:00Z,37.00,25.00,-12.00,28.00,1.158
2015-03-16T18:22:00Z,34.00,25.00,-9.00,29.00,1.060
2015-03-16T18:23:00Z,33.00,26.00,-7.00,30.00,1.028
2015-03-16T18:24:00Z,32.00,26.00,-6.00,31.00,0.996
2015-03-16T18:25:00Z,28.00,26.00,-2.00,31.00,0.867
2015-03-16T18:26:00Z,22.00,25.00,3.00,31.00,0.677
2015-03-16T18:27:00Z,29.00,32.00,3.00,30.00,0.899
2015-03-16T18:28:00Z,31.00,34.00,3.00,31.00,0.964
