t,sme_nt,smu_nt,sml_nt,h_comp_mean_nt,jh_proxy_gw
2015-03-18T00:25:00Z,672.00,202.00,-470.00,-170.00,35.965
2015-03-18T00:26:00Z,682.00,202.00,-480.00,-169.00,36.739
2015-03-18T00:27:00Z,620.00,142.00,-478.00,-168.00,32.054
2015-03-18T00:28:00Z,583.00,83.00,-500.00,-168.00,29.386
2015-03-18T00:29:00Z,553.00,73.00,-480.00,-169.00,27.293
2015-03-18T00:30:00Z,503.00,76.00,-427.00,-169.00,23.945
2015-03-18T00:31:00Z,495.00,83.00,-412.00,-170.00,23.426
2015-03-18T00:32:00Z,503.00,101.00,-402.00,-170.00,23.945
2015-03-18T00:33:00Z,522.00,121.00,-401.00,-171.00,25.197
2015-03-18T00:34:00Z,517.00,139.00,-378.00,-171.00,24.865
2015-03-18T00:35:00Z,529.00,131.00,-398.00,-170.00,25.664
2015-03-18T00:36:00Z,476.00,85.00,-391.00,-171.00,22.210
2015-03-18T00:37:00Z,452.00,67.00,-385.00,-172.00,20.711
2015-03-18T00:38:00Z,433.00,100.00,-333.00,-173.00,19.552
2015-03-18T00:39:00Z,475.00,207.00,-268.00,-174.00,22.147
2015-03-18T00:40:00Z,592.00,315.00,-277.00,-175.00,30.026
2015-03-18T00:41:00Z,540.00,320.00,-220.00,-174.00,26.406
2015-03-18T00:42:00Z,548.00,297.00,-251.00,-174.00,26.951
2015-03-18T00:43:00Z,563.00,275.00,-288.00,-174.00,27.984
2015-03-18T00:44:00Z,477.00,221.00,-256.00,-175.00,22.274
2015-03-18T00:45:00Z,373.00,167.00,-206.00,-177.00,16.060
2015-03-18T00:46:00Z,317.00,140.00,-177.00,-178.00,13.027
2015-03-18T00:47:00Z,267.00,92.00,-175.00,-178.00,10.505
2015-03-18T00:48:00Z,259.00,82.00,-177.00,-177.00,10.118
2015-03-18T00:49:00Z,281.00,91.00,-190.00,-176.00,11.194
2015-03-18T00:50:00Z,281.00,87.00,-194.00,-176.00,11.194
2015-03-18T00:51:00Z,284.00,69.00,-215.00,-175.00,11.343
2015-03-18T00:52:00Z,270.00,57.00,-213.00,-174.00,10.651
2015-03-18T00:53:00Z,260.00,48.00,-212.00,-173.00,10.166
2015-03-18T00:54:00Z,271.00,67.00,-204.00,-173.00,10.700
2015-03-18T00:55:00Z,282.00,69.00,-213.00,-173.00,11.243
2015-03-18T00:56:00Z,297.00,58.00,-239.00,-173.00,11.997
2015-03-18T00:57:00Z,315.00,66.00,-249.00,-173.00,12.923
2015-03-18T00:58:00Z,314.00,57.00,-257.00,-173.00,12.871
2015-03-18T00:59:00Z,307.00,59.00,-248.00,-173.00,12.509
2015-03-18T01:00:00Z,311.00,73.00,-238.00,-173.00,12.715
2015-03-18T01:01:00Z,290.00,69.00,-221.00,-172.00,11.643
2015-03-18T01:02:00Z,297.00,81.00,-216.00,-171.00,11.997
2015-03-18T01:03:00Z,304.00,89.00,-215.00,-171.00,12.355
2015-03-18T01:04:00Z,355.00,97.00,-258.00,-170.00,15.061
2015-03-18T01:05:00Z,355.00,107.00,-248.00,-169.00,15.061
2015-03-18T01:06:00Z,336.00,108.00,-228.00,-169.00,14.031
2015-03-18T01:07:00Z,357.00,118.00,-239.00,-169.00,15.171
2015-03-18T01:08:00Z,366.00,141.00,-225.00,-169.00,15.668
2015-03-18T01:09:00Z,360.00,150.00,-210.00,-169.00,15.336
2015-03-18T01:10:00Z,358.00,144.00,-214.00,-169.00,15.226
2015-03-18T01:11:00Z,350.00,148.00,-202.00,-169.00,14.787
2015-03-18T01:12:00Z,320.00,127.00,-193.00,-169.00,13.184
2015-03-18T01:13:00Z,265.00,91.00,-174.00,-169.00,10.408
2015-03-18T01:14:00Z,258.00,73.00,-185.00,-170.00,10.070
2015-03-18T01:15:00Z,228.00,51.00,-177.00,-169.00,8.659
2015-03-18T01:16:00Z,193.00,31.00,-162.00,-169.00,7.094
2015-03-18T01:17:00Z,173.00,18.00,-155.00,-168.00,6.238
2015-03-18T01:18:00Z,170.00,21.00,-149.00,-168.00,6.111
2015-03-18T01:19:00Z,189.00,44.00,-145.00,-167.00,6.920
2015-03-18T01:20:00Z,210.00,72.00,-138.00,-166.00,7.843
2015-03-18T01:21:00Z,226.00,74.00,-152.00,-166.00,8.568
2015-03-18T01:22:00Z,261.00,105.00,-156.00,-166.00,10.214
2015-03-18T01:23:00Z,265.00,110.00,-155.00,-165.00,10.408
2015-03-18T01:24:00Z,210.00,79.00,-131.00,-165.00,7.843
2015-03-18T01:25:00Z,200.00,75.00,-125.00,-164.00,7.400
2015-03-18T01:26:00Z,173.00,45.00,-128.00,-164.00,6.238
2015-03-18T01:27:00Z,154.00,32.00,-122.00,-164.00,5.450
2015-03-18T01:28:00Z,138.00,26.00,-112.00,-164.00,4.807
2015-03-18T01:29:00Z,146.00,26.00,-120.00,-164.00,5.126
2015-03-18T01:30:00Z,146.00,37.00,-109.00,-164.00,5.126
2015-03-18T01:31:00Z,192.00,38.00,-154.00,-164.00,7.050
2015-03-18T01:32:00Z,241.00,45.00,-196.00,-163.00,9.263
2015-03-18T01:33:00Z,274.00,43.00,-231.00,-163.00,10.848
2015-03-18T01:34:00Z,274.00,43.00,-231.00,-162.00,10.848
2015-03-18T01:35:00Z,214.00,38.00,-176.00,-162.00,8.023
2015-03-18T01:36:00Z,166.00,25.00,-141.00,-162.00,5.944
2015-03-18T01:37:00Z,172.00,25.00,-147.00,-162.00,6.195
2015-03-18T01:38:00Z,162.00,39.00,-123.00,-162.00,5.779
2015-03-18T01:39:00Z,159.00,38.00,-121.00,-162.00,5.655
2015-03-18T01:40:00Z,170.00,37.00,-133.00,-162.00,6.111
2015-03-18T01:41:00Z,176.00,23.00,-153.00,-161.00,6.364
2015-03-18T01:42:00Z,156.00,22.00,-134.00,-161.00,5.532
2015-03-18T01:43:00Z,171.00,29.00,-142.00,-161.00,6.153
2015-03-18T01:44:00Z,168.00,37.00,-131.00,-161.00,6.028
2015-03-18T01:45:00Z,147.00,38.00,-109.00,-160.00,5.166
2015-03-18T01:46:00Z,131.00,36.00,-95.00,-160.00,4.531
2015-03-18T01:47:00Z,138.00,34.00,-104.00,-160.00,4.807
2015-03-18T01:48:00Z,160.00,44.00,-116.00,-160.00,5.696
2015-03-18T01:49:00Z,173.00,48.00,-125.00,-160.00,6.238
2015-03-18T01:50:00Z,171.00,50.00,-121.00,-160.00,6.153
2015-03-18T01:51:00Z,167.00,48.00,-119.00,-160.00,5.986
2015-03-18T01:52:00Z,175.00,44.00,-131.00,-159.00,6.322
2015-03-18T01:53:00Z,148.00,20.00,-128.00,-159.00,5.207
2015-03-18T01:54:00Z,138.00,12.00,-126.00,-159.00,4.807
2015-03-18T01:55:00Z,129.00,7.00,-122.00,-160.00,4.452
2015-03-18T01:56:00Z,117.00,12.00,-105.00,-159.00,3.989
2015-03-18T01:57:00Z,141.00,13.00,-128.00,-160.00,4.926
2015-03-18T01:58:00Z,142.00,25.00,-117.00,-160.00,4.966
2015-03-18T01:59:00Z,135.00,26.00,-109.00,-159.00,4.688
2015-03-18T02:00:00Z,153.00,31.00,-122.00,-159.00,5.409
2015-03-18T02:01:00Z,126.00,34.00,-92.00,-158.00,4.336
2015-03-18T02:02:00Z,126.00,38.00,-88.00,-157.00,4.336
2015-03-18T02:03:00Z,115.00,30.00,-85.00,-157.00,3.913
2015-03-18T02:04:00Z,107.00,28.00,-79.00,-157.00,3.611
2015-03-18T02:05:00Z,116.00,35.00,-81.00,-157.00,3.951
2015-03-18T02:06:00Z,121.00,45.00,-76.00,-157.00,4.142
2015-03-18T02:07:00Z,153.00,75.00,-78.00,-157.00,5.409
2015-03-18T02:08:00Z,179.00,89.00,-90.00,-157.00,6.491
2015-03-18T02:09:00Z,189.00,90.00,-99.00,-156.00,6.920
2015-03-18T02:10:00Z,192.00,86.00,-106.00,-155.00,7.050
2015-03-18T02:11:00Z,207.00,83.00,-124.00,-154.00,7.710
2015-03-18T02:12:00Z,199.00,81.00,-118.00,-153.00,7.356
2015-03-18T02:13:00Z,174.00,65.00,-109.00,-152.00,6.280
2015-03-18T02:14:00Z,175.00,62.00,-113.00,-151.00,6.322
2015-03-18T02:15:00Z,173.00,68.00,-105.00,-151.00,6.238
2015-03-18T02:16:00Z,295.00,76.00,-219.00,-150.00,11.896
2015-03-18T02:17:00Z,351.00,85.00,-266.00,-150.00,14.842
2015-03-18T02:18:00Z,330.00,91.00,-239.00,-150.00,13.712
2015-03-18T02:19:00Z,313.00,94.00,-219.00,-149.00,12.819
2015-03-18T02:20:00Z,385.00,100.00,-285.00,-148.00,16.738
2015-03-18T02:21:00Z,333.00,91.00,-242.00,-148.00,13.871
2015-03-18T02:22:00Z,292.00,102.00,-190.00,-148.00,11.744
2015-03-18T02:23:00Z,311.00,121.00,-190.00,-148.00,12.715
2015-03-18T02:24:00Z,360.00,131.00,-229.00,-148.00,15.336
2015-03-18T02:25:00Z,373.00,135.00,-238.00,-147.00,16.060
2015-03-18T02:26:00Z,403.00,135.00,-268.00,-147.00,17.774
2015-03-18T02:27:00Z,342.00,128.00,-214.00,-147.00,14.354
2015-03-18T02:28:00Z,394.00,132.00,-262.00,-146.00,17.253
2015-03-18T02:29:00Z,377.00,121.00,-256.00,-145.00,16.285
2015-03-18T02:30:00Z,392.00,114.00,-278.00,-145.00,17.138
2015-03-18T02:31:00Z,372.00,109.00,-263.00,-144.00,16.003
2015-03-18T02:32:00Z,381.00,99.00,-282.00,-143.00,16.511
2015-03-18T02:33:00Z,400.00,103.00,-297.00,-143.00,17.600
2015-03-18T02:34:00Z,440.00,112.00,-328.00,-143.00,19.976
2015-03-18T02:35:00Z,442.00,124.00,-318.00,-143.00,20.098
2015-03-18T02:36:00Z,411.00,122.00,-289.00,-143.00,18.242
2015-03-18T02:37:00Z,409.00,125.00,-284.00,-143.00,18.125
2015-03-18T02:38:00Z,397.00,125.00,-272.00,-144.00,17.426
2015-03-18T02:39:00Z,386.00,115.00,-271.00,-144.00,16.795
2015-03-18T02:40:00Z,381.00,104.00,-277.00,-144.00,16.511
2015-03-18T02:41:00Z,384.00,94.00,-290.00,-145.00,16.681
2015-03-18T02:42:00Z,390.00,101.00,-289.00,-144.00,17.023
2015-03-18T02:43:00Z,405.00,127.00,-278.00,-144.00,17.891
2015-03-18T02:44:00Z,407.00,137.00,-270.00,-144.00,18.008
2015-03-18T02:45:00Z,402.00,135.00,-267.00,-144.00,17.716
2015-03-18T02:46:00Z,407.00,145.00,-262.00,-144.00,18.008
2015-03-18T02:47:00Z,388.00,150.00,-238.00,-144.00,16.909
2015-03-18T02:48:00Z,379.00,162.00,-217.00,-144.00,16.397
2015-03-18T02:49:00Z,378.00,168.00,-210.00,-143.00,16.341
2015-03-18T02:50:00Z,387.00,172.00,-215.00,-144.00,16.852
2015-03-18T02:51:00Z,374.00,166.00,-208.00,-144.00,16.116
2015-03-18T02:52:00Z,380.00,180.00,-200.00,-144.00,16.454
2015-03-18T02:53:00Z,337.00,143.00,-194.00,-144.00,14.085
2015-03-18T02:54:00Z,349.00,139.00,-210.00,-144.00,14.733
2015-03-18T02:55:00Z,362.00,139.00,-223.00,-144.00,15.447
2015-03-18T02:56:00Z,358.00,126.00,-232.00,-144.00,15.226
2015-03-18T02:57:00Z,369.00,127.00,-242.00,-144.00,15.836
2015-03-18T02:58:00Z,385.00,138.00,-247.00,-143.00,16.738
2015-03-18T02:59:00Z,402.00,146.00,-256.00,-143.00,17.716
2015-03-18T03:00:00Z,382.00,144.00,-238.00,-142.00,16.567
2015-03-18T03:01:00Z,342.00,130.00,-212.00,-142.00,14.354
2015-03-18T03:02:00Z,332.00,116.00,-216.00,-141.00,13.818
2015-03-18T03:03:00Z,335.00,99.00,-236.00,-141.00,13.978
2015-03-18T03:04:00Z,344.00,80.00,-264.00,-141.00,14.462
2015-03-18T03:05:00Z,352.00,68.00,-284.00,-140.00,14.897
2015-03-18T03:06:00Z,365.00,63.00,-302.00,-140.00,15.613
2015-03-18T03:07:00Z,388.00,66.00,-322.00,-139.00,16.909
2015-03-18T03:08:00Z,405.00,75.00,-330.00,-137.00,17.891
2015-03-18T03:09:00Z,423.00,88.00,-335.00,-136.00,18.953
2015-03-18T03:10:00Z,401.00,91.00,-310.00,-136.00,17.658
2015-03-18T03:11:00Z,320.00,71.00,-249.00,-135.00,13.184
2015-03-18T03:12:00Z,301.00,75.00,-226.00,-134.00,12.201
2015-03-18T03:13:00Z,316.00,84.00,-232.00,-134.00,12.975
2015-03-18T03:14:00Z,349.00,101.00,-248.00,-134.00,14.733
2015-03-18T03:15:00Z,391.00,146.00,-245.00,-135.00,17.081
2015-03-18T03:16:00Z,404.00,172.00,-232.00,-135.00,17.833
2015-03-18T03:17:00Z,396.00,184.00,-212.00,-135.00,17.369
2015-03-18T03:18:00Z,387.00,177.00,-210.00,-135.00,16.852
2015-03-18T03:19:00Z,367.00,156.00,-211.00,-135.00,15.724
2015-03-18T03:20:00Z,307.00,117.00,-190.00,-136.00,12.509
2015-03-18T03:21:00Z,268.00,96.00,-172.00,-135.00,10.554
2015-03-18T03:22:00Z,259.00,91.00,-168.00,-134.00,10.118
2015-03-18T03:23:00Z,243.00,74.00,-169.00,-133.00,9.357
2015-03-18T03:24:00Z,260.00,78.00,-182.00,-133.00,10.166
2015-03-18T03:25:00Z,302.00,107.00,-195.00,-132.00,12.252
2015-03-18T03:26:00Z,322.00,120.00,-202.00,-131.00,13.289
2015-03-18T03:27:00Z,354.00,149.00,-205.00,-131.00,15.006
2015-03-18T03:28:00Z,372.00,168.00,-204.00,-130.00,16.003
2015-03-18T03:29:00Z,401.00,197.00,-204.00,-129.00,17.658
2015-03-18T03:30:00Z,410.00,201.00,-209.00,-130.00,18.183
2015-03-18T03:31:00Z,396.00,196.00,-200.00,-130.00,17.369
2015-03-18T03:32:00Z,394.00,192.00,-202.00,-130.00,17.253
2015-03-18T03:33:00Z,389.00,182.00,-207.00,-130.00,16.966
2015-03-18T03:34:00Z,364.00,164.00,-200.00,-130.00,15.557
2015-03-18T03:35:00Z,340.00,146.00,-194.00,-130.00,14.246
2015-03-18T03:36:00Z,336.00,149.00,-187.00,-130.00,14.031
2015-03-18T03:37:00Z,314.00,132.00,-182.00,-130.00,12.871
2015-03-18T03:38:00Z,292.00,98.00,-194.00,-130.00,11.744
2015-03-18T03:39:00Z,285.00,77.00,-208.00,-130.00,11.393
2015-03-18T03:40:00Z,303.00,83.00,-220.00,-130.00,12.303
2015-03-18T03:41:00Z,334.00,96.00,-238.00,-130.00,13.924
2015-03-18T03:42:00Z,336.00,99.00,-237.00,-129.00,14.031
2015-03-18T03:43:00Z,316.00,98.00,-218.00,-129.00,12.975
2015-03-18T03:44:00Z,321.00,107.00,-214.00,-129.00,13.236
2015-03-18T03:45:00Z,333.00,115.00,-218.00,-129.00,13.871
2015-03-18T03:46:00Z,321.00,108.00,-213.00,-128.00,13.236
2015-03-18T03:47:00Z,335.00,103.00,-232.00,-128.00,13.978
2015-03-18T03:48:00Z,338.00,96.00,-242.00,-128.00,14.139
2015-03-18T03:49:00Z,375.00,106.00,-269.00,-128.00,16.172
2015-03-18T03:50:00Z,386.00,100.00,-286.00,-128.00,16.795
2015-03-18T03:51:00Z,369.00,89.00,-280.00,-128.00,15.836
2015-03-18T03:52:00Z,339.00,83.00,-256.00,-128.00,14.192
2015-03-18T03:53:00Z,338.00,78.00,-260.00,-128.00,14.139
2015-03-18T03:54:00Z,340.00,73.00,-267.00,-128.00,14.246
2015-03-18T03:55:00Z,331.00,65.00,-266.00,-129.00,13.765
2015-03-18T03:56:00Z,308.00,59.00,-249.00,-129.00,12.560
2015-03-18T03:57:00Z,315.00,65.00,-250.00,-129.00,12.923
2015-03-18T03:58:00Z,315.00,61.00,-254.00,-129.00,12.923
2015-03-18T03:59:00Z,313.00,59.00,-254.00,-128.00,12.819
2015-03-18T04:00:00Z,308.00,59.00,-249.00,-128.00,12.560
2015-03-18T04:01:00Z,309.00,68.00,-241.00,-127.00,12.612
2015-03-18T04:02:00Z,309.00,66.00,-243.00,-127.00,12.612
2015-03-18T04:03:00Z,313.00,69.00,-244.00,-128.00,12.819
2015-03-18T04:04:00Z,306.00,69.00,-237.00,-128.00,12.457
2015-03-18T04:05:00Z,306.00,76.00,-230.00,-128.00,12.457
2015-03-18T04:06:00Z,317.00,88.00,-229.00,-128.00,13.027
2015-03-18T04:07:00Z,319.00,96.00,-223.00,-128.00,13.132
2015-03-18T04:08:00Z,307.00,94.00,-213.00,-127.00,12.509
2015-03-18T04:09:00Z,288.00,83.00,-205.00,-127.00,11.543
2015-03-18T04:10:00Z,284.00,86.00,-198.00,-127.00,11.343
2015-03-18T04:11:00Z,287.00,83.00,-204.00,-126.00,11.493
2015-03-18T04:12:00Z,303.00,93.00,-210.00,-127.00,12.303
2015-03-18T04:13:00Z,308.00,106.00,-202.00,-127.00,12.560
2015-03-18T04:14:00Z,331.00,122.00,-209.00,-128.00,13.765
2015-03-18T04:15:00Z,360.00,135.00,-225.00,-128.00,15.336
2015-03-18T04:16:00Z,359.00,144.00,-215.00,-128.00,15.281
2015-03-18T04:17:00Z,365.00,155.00,-210.00,-129.00,15.613
2015-03-18T04:18:00Z,382.00,157.00,-225.00,-128.00,16.567
2015-03-18T04:19:00Z,378.00,146.00,-232.00,-128.00,16.341
2015-03-18T04:20:00Z,384.00,140.00,-244.00,-128.00,16.681
2015-03-18T04:21:00Z,413.00,148.00,-265.00,-128.00,18.360
2015-03-18T04:22:00Z,410.00,150.00,-260.00,-127.00,18.183
2015-03-18T04:23:00Z,411.00,159.00,-252.00,-126.00,18.242
2015-03-18T04:24:00Z,406.00,155.00,-251.00,-126.00,17.949
2015-03-18T04:25:00Z,398.00,138.00,-260.00,-126.00,17.484
2015-03-18T04:26:00Z,392.00,133.00,-259.00,-126.00,17.138
2015-03-18T04:27:00Z,375.00,132.00,-243.00,-127.00,16.172
2015-03-18T04:28:00Z,344.00,127.00,-217.00,-127.00,14.462
2015-03-18T04:29:00Z,330.00,132.00,-198.00,-126.00,13.712
2015-03-18T04:30:00Z,320.00,133.00,-187.00,-126.00,13.184
2015-03-18T04:31:00Z,308.00,123.00,-185.00,-126.00,12.560
2015-03-18T04:32:00Z,292.00,120.00,-172.00,-126.00,11.744
2015-03-18T04:33:00Z,271.00,112.00,-159.00,-125.00,10.700
2015-03-18T04:34:00Z,251.00,105.00,-146.00,-125.00,9.735
2015-03-18T04:35:00Z,240.00,109.00,-131.00,-125.00,9.216
2015-03-18T04:36:00Z,211.00,101.00,-110.00,-124.00,7.888
2015-03-18T04:37:00Z,186.00,83.00,-103.00,-125.00,6.791
2015-03-18T04:38:00Z,176.00,73.00,-103.00,-124.00,6.364
2015-03-18T04:39:00Z,205.00,76.00,-129.00,-124.00,7.621
2015-03-18T04:40:00Z,185.00,64.00,-121.00,-124.00,6.748
2015-03-18T04:41:00Z,156.00,55.00,-101.00,-124.00,5.532
2015-03-18T04:42:00Z,131.00,49.00,-82.00,-124.00,4.531
2015-03-18T04:43:00Z,128.00,45.00,-83.00,-123.00,4.413
2015-03-18T04:44:00Z,135.00,41.00,-94.00,-122.00,4.688
2015-03-18T04:45:00Z,149.00,40.00,-109.00,-122.00,5.247
2015-03-18T04:46:00Z,149.00,43.00,-106.00,-121.00,5.247
2015-03-18T04:47:00Z,138.00,40.00,-98.00,-121.00,4.807
2015-03-18T04:48:00Z,144.00,31.00,-113.00,-120.00,5.046
2015-03-18T04:49:00Z,139.00,27.00,-112.00,-120.00,4.846
2015-03-18T04:50:00Z,142.00,38.00,-104.00,-120.00,4.966
2015-03-18T04:51:00Z,160.00,45.00,-115.00,-120.00,5.696
2015-03-18T04:52:00Z,181.00,52.00,-129.00,-119.00,6.577
2015-03-18T04:53:00Z,221.00,90.00,-131.00,-119.00,8.339
2015-03-18T04:54:00Z,201.00,74.00,-127.00,-119.00,7.444
2015-03-18T04:55:00Z,213.00,88.00,-125.00,-118.00,7.978
2015-03-18T04:56:00Z,214.00,93.00,-121.00,-118.00,8.023
2015-03-18T04:57:00Z,242.00,110.00,-132.00,-117.00,9.310
2015-03-18T04:58:00Z,278.00,129.00,-149.00,-117.00,11.045
2015-03-18T04:59:00Z,288.00,137.00,-151.00,-115.00,11.543
2015-03-18T05:00:00Z,268.00,140.00,-128.00,-114.00,10.554
2015-03-18T05:01:00Z,286.00,146.00,-140.00,-113.00,11.443
2015-03-18T05:02:00Z,305.00,146.00,-159.00,-113.00,12.406
2015-03-18T05:03:00Z,300.00,159.00,-141.00,-112.00,12.150
2015-03-18T05:04:00Z,286.00,175.00,-111.00,-111.00,11.443
2015-03-18T05:05:00Z,320.00,178.00,-142.00,-111.00,13.184
2015-03-18T05:06:00Z,309.00,166.00,-143.00,-112.00,12.612
2015-03-18T05:07:00Z,318.00,164.00,-154.00,-112.00,13.079
2015-03-18T05:08:00Z,308.00,167.00,-141.00,-112.00,12.560
2015-03-18T05:09:00Z,314.00,172.00,-142.00,-112.00,12.871
2015-03-18T05:10:00Z,325.00,182.00,-143.00,-113.00,13.447
2015-03-18T05:11:00Z,326.00,186.00,-140.00,-113.00,13.500
2015-03-18T05:12:00Z,293.00,183.00,-110.00,-113.00,11.795
2015-03-18T05:13:00Z,323.00,184.00,-139.00,-113.00,13.342
2015-03-18T05:14:00Z,347.00,203.00,-144.00,-112.00,14.624
2015-03-18T05:15:00Z,358.00,218.00,-140.00,-112.00,15.226
2015-03-18T05:16:00Z,372.00,233.00,-139.00,-111.00,16.003
2015-03-18T05:17:00Z,383.00,255.00,-128.00,-111.00,16.624
2015-03-18T05:18:00Z,368.00,253.00,-115.00,-110.00,15.780
2015-03-18T05:19:00Z,322.00,202.00,-120.00,-111.00,13.289
2015-03-18T05:20:00Z,254.00,153.00,-101.00,-111.00,9.878
2015-03-18T05:21:00Z,251.00,126.00,-125.00,-111.00,9.735
2015-03-18T05:22:00Z,229.00,132.00,-97.00,-110.00,8.705
2015-03-18T05:23:00Z,250.00,163.00,-87.00,-110.00,9.688
2015-03-18T05:24:00Z,254.00,190.00,-64.00,-109.00,9.878
2015-03-18T05:25:00Z,247.00,186.00,-61.00,-108.00,9.545
2015-03-18T05:26:00Z,219.00,167.00,-52.00,-106.00,8.249
2015-03-18T05:27:00Z,232.00,180.00,-52.00,-103.00,8.844
2015-03-18T05:28:00Z,199.00,147.00,-52.00,-101.00,7.356
2015-03-18T05:29:00Z,161.00,110.00,-51.00,-100.00,5.737
2015-03-18T05:30:00Z,204.00,145.00,-59.00,-100.00,7.577
2015-03-18T05:31:00Z,217.00,147.00,-70.00,-100.00,8.158
2015-03-18T05:32:00Z,233.00,139.00,-94.00,-102.00,8.890
2015-03-18T05:33:00Z,277.00,163.00,-114.00,-102.00,10.996
2015-03-18T05:34:00Z,280.00,156.00,-124.00,-102.00,11.144
2015-03-18T05:35:00Z,289.00,156.00,-133.00,-102.00,11.593
2015-03-18T05:36:00Z,310.00,167.00,-143.00,-102.00,12.663
2015-03-18T05:37:00Z,306.00,150.00,-156.00,-102.00,12.457
2015-03-18T05:38:00Z,306.00,138.00,-168.00,-103.00,12.457
2015-03-18T05:39:00Z,301.00,136.00,-165.00,-103.00,12.201
2015-03-18T05:40:00Z,332.00,154.00,-178.00,-103.00,13.818
2015-03-18T05:41:00Z,339.00,156.00,-183.00,-104.00,14.192
2015-03-18T05:42:00Z,353.00,172.00,-181.00,-104.00,14.951
2015-03-18T05:43:00Z,342.00,170.00,-172.00,-104.00,14.354
2015-03-18T05:44:00Z,341.00,179.00,-162.00,-105.00,14.300
2015-03-18T05:45:00Z,346.00,178.00,-168.00,-106.00,14.570
2015-03-18T05:46:00Z,344.00,162.00,-182.00,-106.00,14.462
2015-03-18T05:47:00Z,358.00,164.00,-194.00,-107.00,15.226
2015-03-18T05:48:00Z,381.00,180.00,-201.00,-107.00,16.511
2015-03-18T05:49:00Z,394.00,186.00,-208.00,-107.00,17.253
2015-03-18T05:50:00Z,424.00,213.00,-211.00,-108.00,19.012
2015-03-18T05:51:00Z,454.00,238.00,-216.00,-109.00,20.834
2015-03-18T05:52:00Z,483.00,253.00,-230.00,-109.00,22.655
2015-03-18T05:53:00Z,469.00,239.00,-230.00,-110.00,21.769
2015-03-18T05:54:00Z,429.00,225.00,-204.00,-111.00,19.311
2015-03-18T05:55:00Z,404.00,215.00,-189.00,-112.00,17.833
2015-03-18T05:56:00Z,411.00,227.00,-184.00,-112.00,18.242
2015-03-18T05:57:00Z,411.00,228.00,-183.00,-112.00,18.242
2015-03-18T05:58:00Z,400.00,214.00,-186.00,-112.00,17.600
2015-03-18T05:59:00Z,386.00,201.00,-185.00,-113.00,16.795
2015-03-18T06:00:00Z,387.00,201.00,-186.00,-113.00,16.852
2015-03-18T06:01:00Z,386.00,205.00,-181.00,-112.00,16.795
2015-03-18T06:02:00Z,372.00,200.00,-172.00,-112.00,16.003
2015-03-18T06:03:00Z,386.00,197.00,-189.00,-112.00,16.795
2015-03-18T06:04:00Z,386.00,206.00,-180.00,-111.00,16.795
2015-03-18T06:05:00Z,370.00,203.00,-167.00,-111.00,15.892
2015-03-18T06:06:00Z,408.00,197.00,-211.00,-111.00,18.066
2015-03-18T06:07:00Z,467.00,186.00,-281.00,-111.00,21.643
2015-03-18T06:08:00Z,334.00,169.00,-165.00,-110.00,13.924
2015-03-18T06:09:00Z,292.00,146.00,-146.00,-110.00,11.744
2015-03-18T06:10:00Z,284.00,130.00,-154.00,-109.00,11.343
2015-03-18T06:11:00Z,279.00,113.00,-166.00,-109.00,11.094
2015-03-18T06:12:00Z,246.00,99.00,-147.00,-109.00,9.498
2015-03-18T06:13:00Z,223.00,86.00,-137.00,-109.00,8.431
2015-03-18T06:14:00Z,212.00,82.00,-130.00,-108.00,7.933
2015-03-18T06:15:00Z,210.00,86.00,-124.00,-108.00,7.843
2015-03-18T06:16:00Z,227.00,89.00,-138.00,-108.00,8.614
2015-03-18T06:17:00Z,244.00,88.00,-156.00,-107.00,9.404
2015-03-18T06:18:00Z,225.00,92.00,-133.00,-107.00,8.522
2015-03-18T06:19:00Z,196.00,90.00,-106.00,-106.00,7.225
2015-03-18T06:20:00Z,175.00,79.00,-96.00,-106.00,6.322
2015-03-18T06:21:00Z,185.00,71.00,-114.00,-106.00,6.748
2015-03-18T06:22:00Z,186.00,64.00,-122.00,-105.00,6.791
2015-03-18T06:23:00Z,171.00,54.00,-117.00,-105.00,6.153
2015-03-18T06:24:00Z,157.00,51.00,-106.00,-104.00,5.573
2015-03-18T06:25:00Z,145.00,53.00,-92.00,-104.00,5.086
2015-03-18T06:26:00Z,139.00,57.00,-82.00,-104.00,4.846
2015-03-18T06:27:00Z,131.00,59.00,-72.00,-104.00,4.531
2015-03-18T06:28:00Z,125.00,60.00,-65.00,-104.00,4.297
2015-03-18T06:29:00Z,129.00,55.00,-74.00,-104.00,4.452
2015-03-18T06:30:00Z,133.00,61.00,-72.00,-105.00,4.609
2015-03-18T06:31:00Z,131.00,63.00,-68.00,-104.00,4.531
2015-03-18T06:32:00Z,119.00,55.00,-64.00,-104.00,4.066
2015-03-18T06:33:00Z,108.00,53.00,-55.00,-105.00,3.648
2015-03-18T06:34:00Z,115.00,57.00,-58.00,-105.00,3.913
2015-03-18T06:35:00Z,118.00,59.00,-59.00,-105.00,4.027
2015-03-18T06:36:00Z,114.00,51.00,-63.00,-105.00,3.875
2015-03-18T06:37:00Z,118.00,47.00,-71.00,-104.00,4.027
2015-03-18T06:38:00Z,117.00,43.00,-74.00,-104.00,3.989
2015-03-18T06:39:00Z,116.00,43.00,-73.00,-104.00,3.951
2015-03-18T06:40:00Z,128.00,47.00,-81.00,-103.00,4.413
2015-03-18T06:41:00Z,132.00,44.00,-88.00,-103.00,4.570
